 id,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Complete english only reviews
528,TRUE,1707,en,FALSE,FALSE,Positive,Best combat in the series.
529,TRUE,1703,en,FALSE,FALSE,Positive,my sanity is gone. but leon and ada thicc. seperate ways was fun!
530,TRUE,1701,en,FALSE,FALSE,Positive,"TL:DR rating - 8/10I remember playing this game almost 20 years ago on a pc with integrated graphics at like 25fps and thinking the graphics were amazing and an action zombie game could not be any cooler.Fast forward to current day, the visuals look absolutely incredible like all of the modern RE games and remakes.To be clear, this is not a ""horror"" game per se. For almost all of the game, its more of an action focused zombie shooter with inventory management. And its a fabulous one at that.There is some ""horror"" gameplay however when you play as Ashley who can't blow away zombie heads like Leon can.For the first 4-5 hours, I was missing the horror inspired atmosphere from the RE2 remake(yes it still has Leon blowing away zombies but he isn't quite as badass there in the beginning as he is in RE4).Once I stopped comparing the RE4 remake to RE2 and looked at it like the hybrid horror action shooter game it is, things became a lot more enjoyable.The quality of the remake is fantastic and is a super fun time. Audio, Visuals, Map design all are top notch and the polish is fantastic."
531,TRUE,1699,en,FALSE,FALSE,Positive,best resident evil of all time.
532,TRUE,1698,en,FALSE,FALSE,Positive,"""Stand back Ashly, I've seen 'stranger things' but... these Residents...? are Evil."" - Leon ""Sexmaster"" Kennedy"
533,TRUE,1697,en,FALSE,FALSE,Positive,Where's everybody going? bingo?
534,TRUE,1690,en,FALSE,FALSE,Positive,"Leon S. Kennedy returns as a seasoned government agent on a high-stakes mission to rescue the Presidents daughter from a nightmare in rural Spainexpanding upon the foundational DNA of the 2005 original with a meticulously paced, atmospheric gauntlet that proves this survival-horror reimagining is well worth the overtime."
535,TRUE,1690,en,FALSE,FALSE,Positive,"very smooth, nice gameplay"
536,TRUE,1688,en,FALSE,FALSE,Positive,10/10 - The definitive RE4
537,TRUE,1684,en,FALSE,FALSE,Positive,"This is how you remake a game. Capcom has been on fire with their remakes lately, and this one does it right. It feels so different in such a good way. I really hope we get a CV or even 5 remake like this. Dark, gloomy, scary, but still a metric sh!t ton of action. Also it has that scene where Leon does a random ass, completely unnecessary back flip. It is amazing as it is useless. 10/10 would Resident Evil again."
538,TRUE,1684,en,FALSE,FALSE,Positive,The residents are evil..
539,TRUE,1683,en,FALSE,FALSE,Positive,"One of my favorite childhood games, i think they did the remake very very well and I'm hard to please"
540,TRUE,1680,en,FALSE,FALSE,Positive,Seriously been like 2 days and im already on Chapter 9. Thats how peak this game is
541,TRUE,1677,en,FALSE,FALSE,Positive,Yes... that's it (Leon Kennedy's in the game. What more do you want?)
542,TRUE,1676,en,FALSE,FALSE,Positive,Leon does action things. fun replayability
543,TRUE,1675,en,FALSE,FALSE,Positive,"Being the fist RE game ive played since RE2 remake which was like 4 years ago, i wanted to get back into RE before getting RE requiem, This game for my first playthrough was a lot of fun, playing on standard felt challenging but fair, the bosses were fun, especially major krauser, the combat was really fun, my major gripe is im not a fan of the escort missions with Ashley, my preferred way of playing a horror game is as only one character, not having to worry about needing to protect an npc, so these escort sections are a turn off for me replaying the game, but other than that, i had a lot of fun, hopeflly RE requiem is more up my alley"
544,TRUE,1668,en,FALSE,FALSE,Positive,"Very good remake, what any remake should strive to be like!"
546,TRUE,1664,en,FALSE,FALSE,Positive,"Very fun! as someone who gets scared easily, this was a perfect mix of zombie shooter, and survival horror! Definitely had some moments where I didn't want to progress, but being strategic helped me past it! I highly recommend!"
547,TRUE,1664,en,FALSE,FALSE,Positive,bought the game ages ago and im such a tard for not playing it sooner
548,TRUE,1664,en,FALSE,FALSE,Positive,"great game,replayable and awesome action"
549,TRUE,1655,en,FALSE,FALSE,Positive,"I did all of my requests with the merchant, where is my passionate make out scene I was PROMISED, CAPCOM?Anyways it's pretty good"
550,TRUE,1655,en,FALSE,FALSE,Positive,"Peak combat and exploration, simple but enjoyable story, great side content9.4/10"
551,TRUE,1652,en,FALSE,FALSE,Positive,best game. ashley a cutie
552,TRUE,1652,en,FALSE,FALSE,Positive,its a fun and long story game its peak when you play it for the first time
553,TRUE,1649,en,FALSE,FALSE,Positive,"All the 3d asset is very high quality, environment design is top-notch."
554,TRUE,1647,en,FALSE,FALSE,Positive,IT'SSSSSSSSSSSS A MASTAPIECEwhere's everyone going...monopoly?
555,TRUE,1647,en,FALSE,FALSE,Positive,good except Leon is allergic to panty lines and likes men
556,TRUE,1643,en,FALSE,FALSE,Positive,"great time, leon and ada are hot so yeah thats cool"
557,TRUE,1641,en,FALSE,FALSE,Positive,"Great game with good story, graphics and characters + Leon !!! Really nice game, enjoyed it."
558,TRUE,1639,en,FALSE,FALSE,Positive,The best remake for one of the best games i have ever played in my childhood. Instant classic!
559,TRUE,1638,en,FALSE,FALSE,Positive,any resident evil fan would like this
560,TRUE,1638,en,FALSE,FALSE,Positive,"Boy oh boy, where do I even begin. Leon... honey, my pookie bear. I have loved you ever since I first laid eyes on you in Resident Evil 2. The way you walk into Raccoon City with nothing but courage, striking fear into the hearts of every zombie and monster that dares cross your path. Your calm aim, that smooth one-liner confidence, and that iconic jacket... absolutely gorgeous. I would do anything for you. I wish it were possible to freeze time so I would never have to see you grow older through every mission and nightmare. You had a rough startyour first day as a cop turning into a full-blown apocalypsebut you never gave up hope. You fought through it all, protecting people like Claire Redfield and Sherry Birkin, even when the whole world was falling apart around you. Youre amazing off the battlefield too. Loyal, brave, and always trying to do the right thingeven when the government throws you into impossible missions. Sometimes I even call you dad. I forever dread and weep thinking about the day you might finally hang up the handgun and retire from saving the world. I would sacrifice my own life if it were the only thing that could put a smile on your beautiful face. Youve given me so much joy and heartbreak over the years. I remember when I first saw you struggle and survive the horrors of Raccoon City. It felt like my heart shattered watching everything fall apart. But deep down, I knew my glorious king would survive. Then you kept coming back stronger. Saving the presidents daughter Ashley Graham in Resident Evil 4 like the absolute legend you are. Facing impossible odds again and again. And when you showed up years later, older but even cooler in Resident Evil 6, I realized something... my sweet baby boy never stopped fighting. You may be getting older now, but youre still the GOAT of survival horror, my GOAT. You didnt just survive the outbreakyou became the legend everyone looks up to. I love you, pookie bear. My glorious king, Leon S. Kennedy."
561,TRUE,1637,en,FALSE,FALSE,Positive,"Having an absolute blast. Different from the remakes, less survival horror, more action, but having a blast!"
562,TRUE,1637,en,FALSE,FALSE,Positive,Before this game Elden Ring was my favorite game. Now Re4 takes its place. I'm definitely replaying this game multiple times.
563,TRUE,1628,en,FALSE,FALSE,Positive,"Excellent from start to finish. The characters are the highlight with Leon being so compelling. Gameplay is crispy as hell, an addictive loop and only gets better as the game goes on."
564,TRUE,1628,en,FALSE,FALSE,Positive,"If you are more into action rather than horror and puzzles out the whole series, this game is the best. Leon and his one lines are the goat, action is really good, bosses are good, and the lore behind is well built. This game can be replayable if you want it to. It has certain challenges that you have to achieve which comes with rewards like cosmetics which can actually change the way you play the game. So if you want to put cat ears on Leon, you can do so without mods, but as I said you need to do the challenge.The ""Seperate Ways"" DLC is also good which follows the story of his ""other half"" wink wink*, although it is much shorter than the main game."
565,TRUE,1627,en,FALSE,FALSE,Positive,"10/10, hoarded loads of ammo for last boss used 10% of it"
566,TRUE,1624,en,FALSE,FALSE,Positive,"The game is in one word ""Awesome""."
567,TRUE,1624,en,FALSE,FALSE,Positive,"In my opinion the best RE game in the franchise, with the remake making it even better. Also, Leon's back and better than ever! Love that you can play as both Ada and Leon (again.) Leon has aged like fine wine so yes, I do. (recommend this game.)"
568,TRUE,1624,en,FALSE,FALSE,Positive,RE4R: 9/10Separate Ways: 7/10
569,TRUE,1622,en,FALSE,FALSE,Positive,So far graphics are real nice and gun play is fun as hell and is pretty well optimized running good at 1440p even on a older rig overall would recommend
570,TRUE,1621,en,FALSE,FALSE,Positive,leon! leon! leon! leon! leon! leon! leon! leon! leon! leon! leon! leon!You could finish RE4's main story and not play Ada's DLC without being much wiser about anything at all. It's an alright DLC though and worth doing to fill some story gaps
571,TRUE,1620,en,FALSE,FALSE,Positive,"Challenging, but fun."
572,TRUE,1619,en,FALSE,FALSE,Positive,Great game overall
573,TRUE,1617,en,FALSE,FALSE,Positive,"Best RE game (until requiem), it has perfected everything. Balanced all aspects of a game, good pacing, story good, you got your combat fun and kicking ass. Scary bits, looting, puzzling, boss fights. Couldn't ask for more W game just play no hesitation. P.S. no where as scary as RE2 and less brain frying puzzles perfect for new comers to the series. Highly recommended."
574,TRUE,1611,en,FALSE,FALSE,Positive,"This is game is my introduction to the Resident Evil franchise with RE9 just coming out right now and the gameplay looking awesome and a huge sale for the Resident Evil franchise. I decided to start with this one since I don't need to know that much lore and since it's mainly action with a side of horror, I can start with this one since I'm not quite used to horror games quite yet. Oh boy is this game amazing, I expected to maybe like this game or maybe think it was cool, but man this game was a masterpiece, I was completely addicted to this game. Leon (sick af), Ashley (I was expecting to not like her but ended up really loving her and her character development), story (engaging), world/setting (creepy but awesome), villains (great). The only things I didn't like or found tedious was the puzzles and Salazar's bossfight (I literally bought the rocket launcher specifically for that fight alone). also the cabin fight has to be one of the most difficult things I've ever done. Incredible game 10/10 def top 3 for right now."
575,TRUE,1611,en,FALSE,FALSE,Positive,I extremely recommend this game.
576,TRUE,1611,en,FALSE,FALSE,Positive,"I still remember playing the original Resident Evil 4 around 2012. The controls felt a bit frustrating back then. A few years later, the HD version came out and it honestly felt like reliving my college days. Now with the remake leaning more into action, it really feels like pure fan service. Devs, you guys rock. Id absolutely recommend this game. Im enjoying every bit of it so far.  Ashley isnt nearly as useless in the remake, which is actually pretty funny. Some sections can feel a little confusing though, especially when youre trying to find your way back to the church to find Ashley. Also, knives wear down with use, but the parry system looks great. Its kind of hilarious that you can deflect a full-on chainsaw with it. Dont forget to pick up the DLCs for Original Soundtrack and Separate Ways. The original soundtrack alone is totally worth every penny."
577,TRUE,1598,en,FALSE,FALSE,Positive,"Sorry, 4 residents arent evil enough for me. *backflips*Bingo/10"
578,TRUE,1597,en,FALSE,FALSE,Positive,"To this day no RE game has quite as much content in it as RE4, and this remake did a very serviceable job of updating all of that content faithfully. My biggest complaint it they should have cut, or at least reworked, even more of the middle section because of how much it tends to drag on. This title felt much more like a remaster than a remake.That being said, this game is still probably the second best in the franchise for me. It's the best game ever made at blending horror and action, and it's deeply satisfying seeing this game from my childhood look better than ever.The enemy variety is absolutely amazing, the merchant is a good friend at the end of every major encounter, and to their credit they made the Ashley sections slightly less rage-inducing...but only slightly.Overall, a 9/10 game that really does show just how good this franchise can be."
579,TRUE,1596,en,FALSE,FALSE,Positive,"Uuuff never played the OG game so I have no reference, but this is obviously a great blockbuster horror game.I love that it doesnt run on the stupid UE engine (and sure enough it looks great and runs flawlessly).The only thing Ill say is that its a bit exhausting to play - pacing is relentless and almost entirely action focused (but with scarce ammo). Youll go from boss fight to set piece to waves of enemies with barely a moments rest. While Im sure this is a huge plus for some (or many), I could have used a few more exploration/puzzle moments spread around."
580,TRUE,1594,en,FALSE,FALSE,Positive,First resident evil i played. It was great
581,TRUE,1592,en,FALSE,FALSE,Positive,So far this is definitely my favorite. I love all the gameplay improvements theyve made since RE2 and the game runs fantastic. I also love how this game was a bit more action focused but they also added some creepy/unsettling elements so it wasnt just pure action which I really enjoyed.Would highly recommend especially if you enjoy RE2
582,TRUE,1588,en,FALSE,FALSE,Positive,"Went to game store, Bought resident evil 4Roundhouse kicked and massacred an entire spanish village.then played resident evil 4"
583,TRUE,1588,en,FALSE,FALSE,Positive,"I passed the RE4 remake at the release and immediately on Steam Deck. Which in 2023, of course, was very surprising. But it's not the best gaming experience, of course. And a few years later, I passed it again in order to pass the DLC after that. And in 3 years the game has hardly aged. This is still the best part among modern Capcom remakes. This is still possibly the largest part in terms of the duration of the plot and locations among the numbered series. On the maximum graphics preset, the game looks amazing. The only thing that disappoints is Capcom's attitude to its players. Well, why add a new DRM protection to a long-hacked game that has been hacked on the release that reduces performance by 25-30% on any PC assembly. It's stupid and not right. Fortunately, Steam is a flexible client and you can put the previous build without any problems.9/10"
584,TRUE,1588,en,FALSE,FALSE,Positive,"OG RE4 is my 3rd favorite game of all time. I had alot of trepidation when Capcom announced this remake. Would they  it up? How can you outdo the perfection that is OG RE4? It had (and still does) a certain charm and camp to it that would be almost impossible to replicate. All of that went out the window after about 5 minutes into this game. Much like the Dead Space 2023 remake and the Final Fantasy 7 remakes, this game is absolute perfection. While I still would recommend playing OG RE4 (I still go back and replay OG RE4), absolutely EVERYTHING about this game is perfect. Graphics, atmosphere, music, voice acting, sound effects, visuals, gameplay, everything. My SINGLE complaint is Ada's voice actress; they shoulda used the actress from REmake 2. In this one, I genuinely think REmake 4's Lily Gao fine, great even, it's just REmake 2's Jolene Andersen was absolutely perfect for Ada. That is such a miniscule thing for me though, because this game is just absolute perfection. Also quick shoutout to Nick Apostolides. He was great in REmake 2, but he  KILLED it in this. Perfectly translated Paul Mercier's voice delivery from OG RE4 into this darker, more brutal toned remake. I love this game so much. An absolute masterpiece."
585,TRUE,1586,en,FALSE,FALSE,Positive,"Excellent, grounded reimagining of RE4. Grounded as-in character development / expression; not sure how real a RE game can feel. Gameplay-wise, the core loop is a great mix of positioning, resource pressure, and aggressive enemies.The guns are awesome. Shots feel punchy, reloads have great sound and animation, and the pistol holding an extra round in the chamber is a satisfying detail. Also: using a scope can be dangerous in close quarters and boss fights, but it can also swing encounters. Really wish adaptive triggers from the PS5 made their way here for DuelSense controllers.The Merchant upgrade economy creates real, interesting tradeoffs, and trying to upgrade everything / trying out late game weapons are why youll probably want to replay. Damage has clear impact, reload speed gets you out of tight binds, ammo capacity avoids reloading, rate of fire becomes more necessary late game, and increasing knife durability is essential for protecting yourself. Knife parries are satisfying, but I didnt use them enough on my first run. Perfect parries are difficult, but they open enemies up for a devastating counter that always feel awesome.Horror is different in this to other titles in the series, but I believe its still effective while youre learning how to control Leon. Like most REs, fear fades later. There is one exception latter in the game.Early on, enemies create uniquely tense encounters while you are still learning controls and limited to knife + pistol.The least scary sections are when you are clearly entering a shooting gallery space. These spaces feel less like a lived-in environment and more like a clear set-piece. Theres also a heavy reliance on having environments filled with a bunch of wooden planks and fences that dont feel like theyd be organic to the village. Inventory is improved via auto-sort, but it can be a bit stupid.If you technically have room for something from the merchant or in gameplay, the inventory will not always sort itself to make that space. You still have to manually re-arrange to create the exact space you need.Story-wise, its a solid, character-focused narrative with a strong emotional through-line for Leon.Luis arc hits hardest through documents, and his background adds real depth. Bottom line: a near-ideal modern RE action-horror game. Best-in-class combat feel and upgrade economy. Horror peaks early but still has standout late-game spikes. Story is straightforward but character work (especially Luis and Leon) carry it hard. Stellar vocal performances and character animation."
586,TRUE,1584,en,FALSE,FALSE,Positive,"Not as good as Resident Evil 2 remake in my personal opinion, but still definitely worth playing."
587,TRUE,1584,en,FALSE,FALSE,Positive,"Masterpiece of a game. Both stories are great, atmosphere is awesome. Hard to beat Leon's puns."
588,TRUE,1578,en,FALSE,FALSE,Positive,"This game is amazing, everything it has to offer makes the price thoroughly worth it, hell I'd pay $100 dollars for this game and not be that upset. The combat is very satisfying and both the campaign and the mercenaries mode is great, if you like the concept of the game, then I would give it a shot, I doubt you'd regret it."
589,TRUE,1578,en,FALSE,FALSE,Positive,Leon Kennedy's badassery simulator
590,TRUE,1574,en,FALSE,FALSE,Positive,I would let Ada do unspeakable things to me.
591,TRUE,1570,en,FALSE,FALSE,Positive,Nothing beats the O.G. but a great game........ LEOOOOOON
592,TRUE,1570,en,FALSE,FALSE,Positive,Amazing game and saw Daddy Wesker
593,TRUE,1568,en,FALSE,FALSE,Positive,Top 10 games oat
594,TRUE,1567,en,FALSE,FALSE,Positive,"My personal favourite Resident Evil! The gameplay is so smooth and fun. They know how to make Leon feel powerful whilst still making it challenging, especially on hardcore! Defiantly worth the buy. 10/10"
595,TRUE,1567,en,FALSE,FALSE,Positive,A girl actually knows your name simulator.
596,TRUE,1566,en,FALSE,FALSE,Positive,My main takeaway from this game is that the Spanish need to be eliminated.
597,TRUE,1565,en,FALSE,FALSE,Positive,"Solid remake, but I miss OG Leon and his cheesy quips. I get the whole darker vibe they're going for but remake Leon feels like he's so done with everything from the start of the game that whenever he makes smartass comments it feels out of place. Oh and they should have paid Ada's voice actor more... sheesh."
598,TRUE,1565,en,FALSE,FALSE,Positive,"this is probably my least favourite out of the remake trilogy so far, but that doesnt mean its a bad game. to me it just feels far more gamified and arcadey than re2 and re3, which is something i dont like. however, the interactions with the world are so cool, like being able to shoot molotovs and dynamite out of enemy's hands. or the physics interactions with the world. the graphics are also really good. the sound design is good, and gunplay feels satisfying. overall it is technically a better feeling game than re2 and 3, but for some reason i prefer the feel of those games over this. i think part of it is to do with the level design. in re4, its more 'open world' feeling, whereas in re2 and 3 you played in more closed environments and are indoors a lot of the time - especially in re2. also, the story is just okay so far imo. 8/10 from me."
599,TRUE,1564,en,FALSE,FALSE,Positive,This being my first horror game and first RE game i can say i enjoyed it very much great story great character design and generally very good. For those scared of horror game i can say that it was not that scary mostly anxiety inducing and few jumpscares here and there . Finally i can definitely say that on the medium difficulty it was definitely a challenge but very rewarding. Only complaint is i would say the first few bosses are way too easy. 8.5/10
600,TRUE,1560,en,FALSE,FALSE,Positive,good action/survival game with a bit of horror
601,TRUE,1559,en,FALSE,FALSE,Positive,"Have you ever wondered, can I backflip for no apparent reason to avoid a chainsaw that I could have just backed away from? No? dont care this game is for you."
602,TRUE,1559,en,FALSE,FALSE,Positive,Probably the best action horror game. Every section feels uniquely crafted so that you're never really doing the same thing. All the bosses feel good. All the enemy rushes feel tense and exciting. Every moment is memorable. 10/10
603,TRUE,1554,en,FALSE,FALSE,Positive,"This and the RE2 Remake should be considered the baseline for a remake done rightSeperate Ways is also worth a run through as well. It's a little on the shorter end, but not so long that it feels too much. For the price point, highly recommend"
604,TRUE,1548,en,FALSE,FALSE,Positive,Probably one of the best resi evil games! Regenerators will forever haunt me though Plays amazing on Steam Deck
605,TRUE,1548,en,FALSE,FALSE,Positive,good game despite all its bugs
606,TRUE,1547,en,FALSE,FALSE,Positive,"There are games you enjoy, and then there are games that remind you why you love the medium in the first place. RE4 is the latter. It's comfortably in my top 5 games of all time.The opening village sequence is iconic for a reason. You're one person, they just keep coming, and by the time it's over you realize this game is something else entirely. Pure chaos. One of the best opening hours in gaming.Everything that made the previous entries great is here, and then some. Leon is back, trained, confident, and at his absolute peak, and that shift in character energy sets the tone for the whole experience. This isn't survival horror in the traditional sense. It's a relentlessly entertaining action game that still knows when to make your skin crawl. The balance is remarkable.What sets it apart is how much fun it is. The castle alone could be its own game. Ashley is a better character than she had any right to be. The enemy variety keeps you on your toes from start to finish, the puzzles actually make you think, and ""What're ya buying"" will live in your head forever. Each chapter throws something new at you and somehow it all lands.The DLC is not an afterthought either. It reframes the main story in a meaningful way and ties directly into the ending, making the full package feel even more complete.And when you step back and look at the full picture, the story, the characters, the combat, the weapons, the treasure hunting, the side quests, the minigames, the shop, the DLC, Mercenaries mode, the scope of this game compared to the previous remakes is just insane. It has everything. Coming in as a new RE fan I had no idea what I was walking into. Now I do."
607,TRUE,1541,en,FALSE,FALSE,Positive,imo not as good as re2 remake but still a phenomenal game
608,TRUE,1540,en,FALSE,FALSE,Positive,"fantastic gameplay, stunning aesthetics. simply amazing"
609,TRUE,1539,en,FALSE,FALSE,Positive,what a game 10Story - (8)10World - (9)10Graphic - (10)10Gameplay - (8)10Characters - (9)10Horror - (7.5)10Music - (9)10Art style - (9)10Sound design - (9)10Mechanics & skills - (9)= 8.8/10
610,TRUE,1537,en,FALSE,FALSE,Positive,"the return of real proud dad, blonde edition"
611,TRUE,1537,en,FALSE,FALSE,Positive,"I've never really played that many resident evil games before. I've only ever beaten the second games remake, so going into resident evil 4, I was already excited to see what it offered and to be honest, it's one of the best games I've ever played. Amazing, fun combat moments that are terrifying and also surprising and a very fun and enjoyable story. How could I say no to something like that? The only real criticism I would say is I hate the fact that there's no way to store your ammunition that you're not using. Maybe that's a bit too much to ask, but that's one of the things I liked a lot about resident evil 2 is that I could save my ammunition for later instead of holding on to it the whole time, so I'm a little disappointed on that, (And I'm sure it was like that for the original too) but everything else about the game is absolutely brilliant."
612,TRUE,1537,en,FALSE,FALSE,Positive,wheres everybody going... bingo?
613,TRUE,1529,en,FALSE,FALSE,Positive,"Legendary game, after 20 years Its nice being back In the remastered castle"
614,TRUE,1529,en,FALSE,FALSE,Positive,changed my broke ass life
615,TRUE,1528,en,FALSE,FALSE,Positive,"one of the best remakes i have ever played, so much fun"
616,TRUE,1527,en,FALSE,FALSE,Positive,"This is the first time I play Resident Evil in the first Mission I thought it was difficult but when I finished the first Mission, it become more easier and I enjoy will I played and I will try more of Resident Evil games in the future"
617,TRUE,1527,en,FALSE,FALSE,Positive,its cured my cancer fr
618,TRUE,1526,en,FALSE,FALSE,Positive,"amazing game, not fan of horror so pooped 2 times but would play again for the experience"
619,TRUE,1519,en,FALSE,FALSE,Positive,The residents were indeed evil.
620,TRUE,1518,en,FALSE,FALSE,Positive,"This was my entry to the Resident Evil series. Game runs amazingly for how it looks: one of the most beautiful games I've played that also runs over 100 fps, maxed out settings at 1440p + ray tracing. I highly recommend this game if you want to see next-gen graphics on a budget build. I will say, from what I've read, RE4 is the most combat-oriented of the series; It almost feels like an arena shooter more than an ambient horror game. There's still scares, but depending on your priorities, you might appreciate the other RE remakes or the newer titles more, like RE7 / 8 or RE2"
621,TRUE,1517,en,FALSE,FALSE,Positive,this game is so good :)
622,TRUE,1515,en,FALSE,FALSE,Positive,"The game's a  banger, and while it's less scary than the OG (which wasn't really scary to begin with); it absolutely makes up for it for being the best action-based Resident Evil game I've played so far."
623,TRUE,1514,en,FALSE,FALSE,Positive,"Graphics are good, controls are good, gameplay loop is fun."
625,TRUE,1511,en,FALSE,FALSE,Positive,"Love the change from RE2. while RE2 had a creepier vibe, i really enjoyed the action take this one gave (plus i LOVE how they gave Luis a proprer story with wonderful development)"
626,TRUE,1510,en,FALSE,FALSE,Positive,"This is a pretty solid remake of the classic Resident Evil 4, and does just about everything right. It stays largely true to the source material in terms of narrative and gameplay feel, brings forward many of the mini-games or side quests from the original, and reintroduces many familiar and iconic set pieces, but it reimagines a lot of things too. The graphics and sound design have been seriously upgraded, the environments, even familiar ones that carry over from the original, have been re-imagined to have a more believable/realistic layout and design, and there's several events that are expanded upon with additional or extended/reworked cutscenes or documents that add to the lore. The voice acting is less cheesy too. There is some retconning of events from the original 2005 version that takes place, but none of it was so egregious that it bothered me, and in fact I think I now prefer this version of the game. The gun range is there, though re-worked to behave slightly differently; the merchant, the combine-able items that can be sold for upgraded gear, etc. are all still present. Keep in mind though that with the upgraded and expanded world map, items will not be where you remember them. Some items that were previously only available late-game thru the merchant may now be hidden in optional areas within the game world, so be sure to explore everything thoroughly as you play. They've even re-worked Ashley so she's a little less annoying. If you forget her standing at the top of a ledge, she won't just stand there and scream for you to come catch her indefinitely. You ""can"" still help catch her, but if you'd rather not, or just forget, she will eventually jump or climb down on her own, which makes her slightly less helpless and annoying.As far as performance goes, it ran great on my main PC and Steam Deck both. On my desktop I was able to crank everything to max at 1080p and hold my 120fps cap.If I could levy one complaint against this version of the game, it's that they've continued with this modern gaming trend of painting the ""correct"" way forward in yellow paint which, maybe I'm just weird, feels insulting to our intelligence and softens the feeling of satisfaction that comes from discovering things on your own. There's so much cool environmental storytelling that goes on, and it's so nice to revisit an old favorite with a new coat of paint, but if I'm in an area for the first time and there's a clearly broken railing, it's pretty obvious I can or am supposed to go thru there without having it be the only item in the entire area that's randomly covered in splatters of yellow paint."
627,TRUE,1510,en,FALSE,FALSE,Positive,"Playing Leon aura farming with his Blacktail and perfect parries.The whole game is great overall, although I feel like theres no real ammo management since enemies always drop ammo on every kill."
628,TRUE,1509,en,FALSE,FALSE,Positive,"Barely a horror game compared to RE2 Remake, yet the action is so fun it makes the game worth your time"
629,TRUE,1508,en,FALSE,FALSE,Positive,Truly one of the best games of all time.
630,TRUE,1506,en,FALSE,FALSE,Positive,Good amount of action and a bit of horror.
631,TRUE,1506,en,FALSE,FALSE,Positive,lives up to the hype. peak game
632,TRUE,1502,en,FALSE,FALSE,Positive,"Certified banger, can't wait for RE5R"
633,TRUE,1501,en,FALSE,FALSE,Positive,"Best remake of all time. If you love the original, or the series in general do yourself a favor and play through the greatest entry in the series."
634,TRUE,1499,en,FALSE,FALSE,Positive,i love this game
635,TRUE,1496,en,FALSE,FALSE,Positive,"This is by far my FAVOURITE Resident Evil. It is so  good you have to play it to understand how good it is. Combat is  awsome John Wick vibes, Tacticool  af. This is THE Resident Evil"
636,TRUE,1486,en,FALSE,FALSE,Positive,"very good gamel, very good graphics"
637,TRUE,1485,en,FALSE,FALSE,Positive,wow great game
638,TRUE,1483,en,FALSE,FALSE,Positive,"This game exists for no other reason than to be awesome.It's the campiest thing I've ever experienced and I love every bit of it.The plot is so silly, Leon is ICONIC, and the gameplay is action packed.What more can you ask for?"
639,TRUE,1481,en,FALSE,FALSE,Positive,mid but its worth it
640,TRUE,1479,en,FALSE,FALSE,Positive,When I installed this game I was only attracted to female. That changed after seeing leon and dealing with ashley
641,TRUE,1478,en,FALSE,FALSE,Positive,One of the greatest games ever made
642,TRUE,1478,en,FALSE,FALSE,Positive,"The game is about Leon being a big badass, I don't need to say more"
643,TRUE,1474,en,FALSE,FALSE,Positive,Everyone went to bingo
644,TRUE,1473,en,FALSE,FALSE,Positive,"Resident Evil 4 is my childhood; I've played the original on every console. And when the RE4 remake was announced back in 2023, I was hyped. Resident Evil 4 has always been one of my favorite Resident Evils, and this remake is FANTASTIC. Even the Separate Ways DLC remake was superb. I love that they made Luis a more likeable character than the original and dove deeper into his lore. I can't express enough how fantastic this remake is. If you loved RE4, you NEED to play this remake."
645,TRUE,1473,en,FALSE,FALSE,Positive,"this game is so amazing, all the new things they put in from the original just make the game better and even with replayability its great, the extra game mode mercenaries is fun if you want to get better at combat and personally this is my favorite resident evil game oat"
646,TRUE,1469,en,FALSE,FALSE,Positive,the paint store must be rich with the amount of yellow paint everywhere
647,TRUE,1469,en,FALSE,FALSE,Positive,game is cool  ashley tho
648,TRUE,1469,en,FALSE,FALSE,Positive,The best version of the best Resident Evil game.
649,TRUE,1467,en,FALSE,FALSE,Positive,"September 30th 1998 It's a day I'll never forget. The cop inside me died that day. And that night, Raccoon City was wiped out, thanks to the bioweapons created by Umbrella. Somehow, I made it out. But too many others... weren't so lucky. I was ""asked"" later to join a top-secret government program. Not that I had a choice. The training, the punishing missions...nearly killed me, but at least they kept my mind off everything. If I could just forget what happened that night - the pain, even for a second? This time, it can be different. It has to."
650,TRUE,1465,en,FALSE,FALSE,Positive,heh... nighty night knights...
651,TRUE,1462,en,FALSE,FALSE,Positive,I never played any Resident Evil games until recently and this one is peak. I havent had so much fun in a game for quite a long time.
652,TRUE,1458,en,FALSE,FALSE,Positive,it s the best resident evil forever
653,TRUE,1456,en,FALSE,FALSE,Positive,"This is probably the most unserious game I've played, and believe me, you'll be asking yourself ""WTF?"" many times. It is fun tho!"
655,TRUE,1455,en,FALSE,FALSE,Positive,No thanks bro!
656,TRUE,1454,en,FALSE,FALSE,Positive,ashley look at me!
657,TRUE,1451,en,FALSE,FALSE,Positive,"9/10its not entirely horror, it has more action in it, like RE5 and 6 with the same and less clanky controls.great game, different enemies, filled with uniqueness and excitement.you should try it."
658,TRUE,1448,en,FALSE,FALSE,Positive,Its a cool game with good combat.
659,TRUE,1448,en,FALSE,FALSE,Positive,My favorite Resident Evil Game! I absolutely love the vibe of this game and the characters. Such an amazing remake. It honestly feels like playing through a movie. Absolute cinema.
660,TRUE,1447,en,FALSE,FALSE,Positive,best resident evil in the franchase 10/10
661,TRUE,1445,en,FALSE,FALSE,Positive,game where you kill
662,TRUE,1443,en,FALSE,FALSE,Positive,"A bit different as requiem or re2 but very good, I like it :D"
