 id,Complete english only reviews,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Sentiment_Label,Confidence_Score,model_agrees
586,"Not as good as Resident Evil 2 remake in my personal opinion, but still definitely worth playing.",TRUE,1584,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
587,"Masterpiece of a game. Both stories are great, atmosphere is awesome. Hard to beat Leon's puns.",TRUE,1584,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
588,"This game is amazing, everything it has to offer makes the price thoroughly worth it, hell I'd pay $100 dollars for this game and not be that upset. The combat is very satisfying and both the campaign and the mercenaries mode is great, if you like the concept of the game, then I would give it a shot, I doubt you'd regret it.",TRUE,1578,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
589,Leon Kennedy's badassery simulator,TRUE,1578,en,FALSE,FALSE,Positive,Negative,0.993,FALSE
590,I would let Ada do unspeakable things to me.,TRUE,1574,en,FALSE,FALSE,Positive,Negative,0.9923,FALSE
591,Nothing beats the O.G. but a great game........ LEOOOOOON,TRUE,1570,en,FALSE,FALSE,Positive,Positive,0.9913,TRUE
592,Amazing game and saw Daddy Wesker,TRUE,1570,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
593,Top 10 games oat,TRUE,1568,en,FALSE,FALSE,Positive,Positive,0.9969,TRUE
594,"My personal favourite Resident Evil! The gameplay is so smooth and fun. They know how to make Leon feel powerful whilst still making it challenging, especially on hardcore! Defiantly worth the buy. 10/10",TRUE,1567,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
595,A girl actually knows your name simulator.,TRUE,1567,en,FALSE,FALSE,Positive,Positive,0.9819,TRUE
596,My main takeaway from this game is that the Spanish need to be eliminated.,TRUE,1566,en,FALSE,FALSE,Positive,Positive,0.991,TRUE
597,"Solid remake, but I miss OG Leon and his cheesy quips. I get the whole darker vibe they're going for but remake Leon feels like he's so done with everything from the start of the game that whenever he makes smartass comments it feels out of place. Oh and they should have paid Ada's voice actor more... sheesh.",TRUE,1565,en,FALSE,FALSE,Positive,Negative,0.9979,FALSE
598,"this is probably my least favourite out of the remake trilogy so far, but that doesnt mean its a bad game. to me it just feels far more gamified and arcadey than re2 and re3, which is something i dont like. however, the interactions with the world are so cool, like being able to shoot molotovs and dynamite out of enemy's hands. or the physics interactions with the world. the graphics are also really good. the sound design is good, and gunplay feels satisfying. overall it is technically a better feeling game than re2 and 3, but for some reason i prefer the feel of those games over this. i think part of it is to do with the level design. in re4, its more 'open world' feeling, whereas in re2 and 3 you played in more closed environments and are indoors a lot of the time - especially in re2. also, the story is just okay so far imo. 8/10 from me.",TRUE,1565,en,FALSE,FALSE,Positive,Positive,0.9987,TRUE
599,This being my first horror game and first RE game i can say i enjoyed it very much great story great character design and generally very good. For those scared of horror game i can say that it was not that scary mostly anxiety inducing and few jumpscares here and there . Finally i can definitely say that on the medium difficulty it was definitely a challenge but very rewarding. Only complaint is i would say the first few bosses are way too easy. 8.5/10,TRUE,1564,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
600,good action/survival game with a bit of horror,TRUE,1560,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
601,"Have you ever wondered, can I backflip for no apparent reason to avoid a chainsaw that I could have just backed away from? No? dont care this game is for you.",TRUE,1559,en,FALSE,FALSE,Positive,Negative,0.998,FALSE
602,Probably the best action horror game. Every section feels uniquely crafted so that you're never really doing the same thing. All the bosses feel good. All the enemy rushes feel tense and exciting. Every moment is memorable. 10/10,TRUE,1559,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
603,"This and the RE2 Remake should be considered the baseline for a remake done rightSeperate Ways is also worth a run through as well. It's a little on the shorter end, but not so long that it feels too much. For the price point, highly recommend",TRUE,1554,en,FALSE,FALSE,Positive,Positive,0.998,TRUE
604,Probably one of the best resi evil games! Regenerators will forever haunt me though Plays amazing on Steam Deck,TRUE,1548,en,FALSE,FALSE,Positive,Positive,0.9993,TRUE
605,good game despite all its bugs,TRUE,1548,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
606,"There are games you enjoy, and then there are games that remind you why you love the medium in the first place. RE4 is the latter. It's comfortably in my top 5 games of all time.The opening village sequence is iconic for a reason. You're one person, they just keep coming, and by the time it's over you realize this game is something else entirely. Pure chaos. One of the best opening hours in gaming.Everything that made the previous entries great is here, and then some. Leon is back, trained, confident, and at his absolute peak, and that shift in character energy sets the tone for the whole experience. This isn't survival horror in the traditional sense. It's a relentlessly entertaining action game that still knows when to make your skin crawl. The balance is remarkable.What sets it apart is how much fun it is. The castle alone could be its own game. Ashley is a better character than she had any right to be. The enemy variety keeps you on your toes from start to finish, the puzzles actually make you think, and ""What're ya buying"" will live in your head forever. Each chapter throws something new at you and somehow it all lands.The DLC is not an afterthought either. It reframes the main story in a meaningful way and ties directly into the ending, making the full package feel even more complete.And when you step back and look at the full picture, the story, the characters, the combat, the weapons, the treasure hunting, the side quests, the minigames, the shop, the DLC, Mercenaries mode, the scope of this game compared to the previous remakes is just insane. It has everything. Coming in as a new RE fan I had no idea what I was walking into. Now I do.",TRUE,1547,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
607,imo not as good as re2 remake but still a phenomenal game,TRUE,1541,en,FALSE,FALSE,Positive,Positive,0.9911,TRUE
608,"fantastic gameplay, stunning aesthetics. simply amazing",TRUE,1540,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
609,what a game 10Story - (8)10World - (9)10Graphic - (10)10Gameplay - (8)10Characters - (9)10Horror - (7.5)10Music - (9)10Art style - (9)10Sound design - (9)10Mechanics & skills - (9)= 8.8/10,TRUE,1539,en,FALSE,FALSE,Positive,Negative,0.8341,FALSE
610,"the return of real proud dad, blonde edition",TRUE,1537,en,FALSE,FALSE,Positive,Positive,0.9989,TRUE
611,"I've never really played that many resident evil games before. I've only ever beaten the second games remake, so going into resident evil 4, I was already excited to see what it offered and to be honest, it's one of the best games I've ever played. Amazing, fun combat moments that are terrifying and also surprising and a very fun and enjoyable story. How could I say no to something like that? The only real criticism I would say is I hate the fact that there's no way to store your ammunition that you're not using. Maybe that's a bit too much to ask, but that's one of the things I liked a lot about resident evil 2 is that I could save my ammunition for later instead of holding on to it the whole time, so I'm a little disappointed on that, (And I'm sure it was like that for the original too) but everything else about the game is absolutely brilliant.",TRUE,1537,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
612,wheres everybody going... bingo?,TRUE,1537,en,FALSE,FALSE,Positive,Negative,0.9942,FALSE
613,"Legendary game, after 20 years Its nice being back In the remastered castle",TRUE,1529,en,FALSE,FALSE,Positive,Positive,0.9866,TRUE
614,changed my broke ass life,TRUE,1529,en,FALSE,FALSE,Positive,Positive,0.9003,TRUE
615,"one of the best remakes i have ever played, so much fun",TRUE,1528,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
616,"This is the first time I play Resident Evil in the first Mission I thought it was difficult but when I finished the first Mission, it become more easier and I enjoy will I played and I will try more of Resident Evil games in the future",TRUE,1527,en,FALSE,FALSE,Positive,Positive,0.9991,TRUE
617,its cured my cancer fr,TRUE,1527,en,FALSE,FALSE,Positive,Positive,0.9027,TRUE
618,"amazing game, not fan of horror so pooped 2 times but would play again for the experience",TRUE,1526,en,FALSE,FALSE,Positive,Positive,0.9993,TRUE
619,The residents were indeed evil.,TRUE,1519,en,FALSE,FALSE,Positive,Negative,0.9511,FALSE
620,"This was my entry to the Resident Evil series. Game runs amazingly for how it looks: one of the most beautiful games I've played that also runs over 100 fps, maxed out settings at 1440p + ray tracing. I highly recommend this game if you want to see next-gen graphics on a budget build. I will say, from what I've read, RE4 is the most combat-oriented of the series; It almost feels like an arena shooter more than an ambient horror game. There's still scares, but depending on your priorities, you might appreciate the other RE remakes or the newer titles more, like RE7 / 8 or RE2",TRUE,1518,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
621,this game is so good :),TRUE,1517,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
622,"The game's a  banger, and while it's less scary than the OG (which wasn't really scary to begin with); it absolutely makes up for it for being the best action-based Resident Evil game I've played so far.",TRUE,1515,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
623,"Graphics are good, controls are good, gameplay loop is fun.",TRUE,1514,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
625,"Love the change from RE2. while RE2 had a creepier vibe, i really enjoyed the action take this one gave (plus i LOVE how they gave Luis a proprer story with wonderful development)",TRUE,1511,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
626,"This is a pretty solid remake of the classic Resident Evil 4, and does just about everything right. It stays largely true to the source material in terms of narrative and gameplay feel, brings forward many of the mini-games or side quests from the original, and reintroduces many familiar and iconic set pieces, but it reimagines a lot of things too. The graphics and sound design have been seriously upgraded, the environments, even familiar ones that carry over from the original, have been re-imagined to have a more believable/realistic layout and design, and there's several events that are expanded upon with additional or extended/reworked cutscenes or documents that add to the lore. The voice acting is less cheesy too. There is some retconning of events from the original 2005 version that takes place, but none of it was so egregious that it bothered me, and in fact I think I now prefer this version of the game. The gun range is there, though re-worked to behave slightly differently; the merchant, the combine-able items that can be sold for upgraded gear, etc. are all still present. Keep in mind though that with the upgraded and expanded world map, items will not be where you remember them. Some items that were previously only available late-game thru the merchant may now be hidden in optional areas within the game world, so be sure to explore everything thoroughly as you play. They've even re-worked Ashley so she's a little less annoying. If you forget her standing at the top of a ledge, she won't just stand there and scream for you to come catch her indefinitely. You ""can"" still help catch her, but if you'd rather not, or just forget, she will eventually jump or climb down on her own, which makes her slightly less helpless and annoying.As far as performance goes, it ran great on my main PC and Steam Deck both. On my desktop I was able to crank everything to max at 1080p and hold my 120fps cap.If I could levy one complaint against this version of the game, it's that they've continued with this modern gaming trend of painting the ""correct"" way forward in yellow paint which, maybe I'm just weird, feels insulting to our intelligence and softens the feeling of satisfaction that comes from discovering things on your own. There's so much cool environmental storytelling that goes on, and it's so nice to revisit an old favorite with a new coat of paint, but if I'm in an area for the first time and there's a clearly broken railing, it's pretty obvious I can or am supposed to go thru there without having it be the only item in the entire area that's randomly covered in splatters of yellow paint.",TRUE,1510,en,FALSE,FALSE,Positive,Positive,0.9873,TRUE
627,"Playing Leon aura farming with his Blacktail and perfect parries.The whole game is great overall, although I feel like theres no real ammo management since enemies always drop ammo on every kill.",TRUE,1510,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
628,"Barely a horror game compared to RE2 Remake, yet the action is so fun it makes the game worth your time",TRUE,1509,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
629,Truly one of the best games of all time.,TRUE,1508,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
630,Good amount of action and a bit of horror.,TRUE,1506,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
631,lives up to the hype. peak game,TRUE,1506,en,FALSE,FALSE,Positive,Positive,0.9837,TRUE
632,"Certified banger, can't wait for RE5R",TRUE,1502,en,FALSE,FALSE,Positive,Positive,0.9955,TRUE
633,"Best remake of all time. If you love the original, or the series in general do yourself a favor and play through the greatest entry in the series.",TRUE,1501,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
634,i love this game,TRUE,1499,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
635,"This is by far my FAVOURITE Resident Evil. It is so  good you have to play it to understand how good it is. Combat is  awsome John Wick vibes, Tacticool  af. This is THE Resident Evil",TRUE,1496,en,FALSE,FALSE,Positive,Positive,0.9994,TRUE
636,"very good gamel, very good graphics",TRUE,1486,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
637,wow great game,TRUE,1485,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
638,"This game exists for no other reason than to be awesome.It's the campiest thing I've ever experienced and I love every bit of it.The plot is so silly, Leon is ICONIC, and the gameplay is action packed.What more can you ask for?",TRUE,1483,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
639,mid but its worth it,TRUE,1481,en,FALSE,FALSE,Positive,Positive,0.999,TRUE
640,When I installed this game I was only attracted to female. That changed after seeing leon and dealing with ashley,TRUE,1479,en,FALSE,FALSE,Positive,Negative,0.7954,FALSE
641,One of the greatest games ever made,TRUE,1478,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
642,"The game is about Leon being a big badass, I don't need to say more",TRUE,1478,en,FALSE,FALSE,Positive,Positive,0.9812,TRUE
643,Everyone went to bingo,TRUE,1474,en,FALSE,FALSE,Positive,Positive,0.9294,TRUE
644,"Resident Evil 4 is my childhood; I've played the original on every console. And when the RE4 remake was announced back in 2023, I was hyped. Resident Evil 4 has always been one of my favorite Resident Evils, and this remake is FANTASTIC. Even the Separate Ways DLC remake was superb. I love that they made Luis a more likeable character than the original and dove deeper into his lore. I can't express enough how fantastic this remake is. If you loved RE4, you NEED to play this remake.",TRUE,1473,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
645,"this game is so amazing, all the new things they put in from the original just make the game better and even with replayability its great, the extra game mode mercenaries is fun if you want to get better at combat and personally this is my favorite resident evil game oat",TRUE,1473,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
646,the paint store must be rich with the amount of yellow paint everywhere,TRUE,1469,en,FALSE,FALSE,Positive,Positive,0.9782,TRUE
647,game is cool  ashley tho,TRUE,1469,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
648,The best version of the best Resident Evil game.,TRUE,1469,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
649,"September 30th 1998 It's a day I'll never forget. The cop inside me died that day. And that night, Raccoon City was wiped out, thanks to the bioweapons created by Umbrella. Somehow, I made it out. But too many others... weren't so lucky. I was ""asked"" later to join a top-secret government program. Not that I had a choice. The training, the punishing missions...nearly killed me, but at least they kept my mind off everything. If I could just forget what happened that night - the pain, even for a second? This time, it can be different. It has to.",TRUE,1467,en,FALSE,FALSE,Positive,Negative,0.9907,FALSE
650,heh... nighty night knights...,TRUE,1465,en,FALSE,FALSE,Positive,Negative,0.9796,FALSE
651,I never played any Resident Evil games until recently and this one is peak. I havent had so much fun in a game for quite a long time.,TRUE,1462,en,FALSE,FALSE,Positive,Positive,0.9888,TRUE
652,it s the best resident evil forever,TRUE,1458,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
653,"This is probably the most unserious game I've played, and believe me, you'll be asking yourself ""WTF?"" many times. It is fun tho!",TRUE,1456,en,FALSE,FALSE,Positive,Positive,0.9992,TRUE
655,No thanks bro!,TRUE,1455,en,FALSE,FALSE,Positive,Negative,0.9361,FALSE
656,ashley look at me!,TRUE,1454,en,FALSE,FALSE,Positive,Positive,0.9994,TRUE
657,"9/10its not entirely horror, it has more action in it, like RE5 and 6 with the same and less clanky controls.great game, different enemies, filled with uniqueness and excitement.you should try it.",TRUE,1451,en,FALSE,FALSE,Positive,Positive,0.9978,TRUE
658,Its a cool game with good combat.,TRUE,1448,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
659,My favorite Resident Evil Game! I absolutely love the vibe of this game and the characters. Such an amazing remake. It honestly feels like playing through a movie. Absolute cinema.,TRUE,1448,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
660,best resident evil in the franchase 10/10,TRUE,1447,en,FALSE,FALSE,Positive,Positive,0.9982,TRUE
661,game where you kill,TRUE,1445,en,FALSE,FALSE,Positive,Negative,0.9837,FALSE
662,"A bit different as requiem or re2 but very good, I like it :D",TRUE,1443,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
663,one of the best games ever made genuinely made me happy,TRUE,1443,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
664,"Resident Evil 4 Remake is a perfect game. I've bought RE4 at least once in every console generation since release and this is by far the best version. Perfect blend of spooky and action and I think the Separate Ways campaign being abbreviated and supplementing the main game is a better implementation of alternate routes than A/B B/A in RE2R.Capcom could easily have just put out AI upscaled remasters and I'm glad they've taken the route of these high quality complete remakes. I hope it's not too long before 0, 1, Code: Veronica, even 5/6 or the Revelations games are announced. There have been plenty of garbage RE titles over the years and It's refreshing to see an old IP now being treated carefully and not crash and burn.",TRUE,1442,en,FALSE,FALSE,Positive,Positive,0.999,TRUE
665,ts is peak,TRUE,1436,en,FALSE,FALSE,Positive,Positive,0.9986,TRUE
666,Leon is so cool and awesome!!!,TRUE,1433,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
667,great game to play,TRUE,1431,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
668,"play this expecting it to be more action then horror. But overall this was a load of fun. Really got addicted to playing this until the end. Story took a bit of a nosedive later on, but overall I enjoyed it a lot. DLC was pretty good aswell.",TRUE,1426,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
669,"an amazing game, wish I had played it years ago",TRUE,1422,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
670,"Maybe the best of the modern remakes, and one of the best entries in the entire series.",TRUE,1418,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
671,Its good but its not the original,TRUE,1409,en,FALSE,FALSE,Positive,Negative,0.8255,FALSE
672,The residents were really evil in this one,TRUE,1406,en,FALSE,FALSE,Positive,Negative,0.9954,FALSE
673,absolutely great game,TRUE,1405,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
674,Amazing game and a huge improvement compared to RE2 Leon,TRUE,1396,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
675,"Almost as good as the original, but one thing is it s not quite camp enough.",TRUE,1396,en,FALSE,FALSE,Positive,Negative,0.999,FALSE
676,Shooting zombie is always fun!,TRUE,1395,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
677,"suuuper fun, lots of gameplay and the story is fantastic! fave resi game so far",TRUE,1394,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
678,"Gameplay wise it is very fun. The combat in re4r is a lot more flesh out compared to previous titles, and guns feel satisfying to use. But if you were expecting for a re2 or biohazard type of horror forget about it. This game is legit an action game with the Resident Evil title slapped on it lolAlso the game is now denuvo and enigma free so performance should be a lot better",TRUE,1391,en,FALSE,FALSE,Positive,Negative,0.7399,FALSE
680,LOVE THE GAME absoloutely great story and amazing dlc! best remake so far and hopefully gonna get requiem soon!,TRUE,1390,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
681,"Will always be the best Resident Evil game for me hands down. I had so much fun playing the original RE4 in the ps2 growing up and this one is just as fun as the original.Having played Resident Evil Requiem, I still prefer this one due to its replayability as well as its story and overall length of the game. If you have never played the original RE4 or the remake, I strongly suggest that you give this one a go. You'll not be disappointed. 10/10 game, always has been, always will be",TRUE,1389,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
682,"This is my first time playing the game since RE 5 back when I was 12 (I am 22 now), and I must say this game has reignited my love for this series.Requiem here I come.",TRUE,1388,en,FALSE,FALSE,Positive,Positive,0.9949,TRUE
683,"I played the original as a kid and enjoyed it, still remember that one guy popping out of the fridge/closet in the kitchen on fire scared the s*** out of me. The remake is everything you remember and all the features you didnt even know it needed. Also the graphics are insane, and the transitions from cut-scene to gameplay is flawless.",TRUE,1385,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
684,A worthy remake with a lot of replayability,TRUE,1384,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
685,leon kennedy in chains i could not tell you a thing that is going on plot wise rn #LARPLARPLARPSAHUR,TRUE,1382,en,FALSE,FALSE,Positive,Negative,0.9945,FALSE
686,Very polished game and have to play it alongside Seperate Ways.,TRUE,1382,en,FALSE,FALSE,Positive,Positive,0.9947,TRUE
687,Wish it was campier but holy...one of my fav games ever,TRUE,1380,en,FALSE,FALSE,Positive,Positive,0.9794,TRUE
688,the most fun I've had gaming in years. Don't want it to ever end,TRUE,1377,en,FALSE,FALSE,Positive,Positive,0.9965,TRUE
689,Just finished the main story and Separate Ways and damn this game is  combat feels super satisfying especially chaining shots into melee and every area feels different so it never gets boring boss fights were really fun and some moments actually got intense the remake looks amazing and runs super smooth Separate Ways was a nice bonus and adds more to the story without feeling like filler overall really solid game totally worth it,TRUE,1370,en,FALSE,FALSE,Positive,Positive,0.9992,TRUE
690,"Another RE game that i'm finished the main story, id say you should play if the story interests you.",TRUE,1369,en,FALSE,FALSE,Positive,Negative,0.9966,FALSE
691,"Wow!They made another great remake of a great old game. Sound is spot on, from the creepy noises in the background to the music in the game. Visually stunning, terrifying, perfect!Gameplay is like all other Resident Evils, puzzles, running, gunning, clawing for more ammo.Like most Resident Evil games there is some replay value to this one giving you, unlocks for new skins, accessories and concept art.Replay value  HighWould I recommend this game: Yes!What do I rate this game: 5/5",TRUE,1367,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
692,Worth the money,TRUE,1367,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
693,banger banger banger.Action packed but deliberate and slow; combining both aspects perfectly for a game that feels so visceral and tough at the same time.,TRUE,1366,en,FALSE,FALSE,Positive,Positive,0.9951,TRUE
694,Where's everyone going?... Bingo?,TRUE,1364,en,FALSE,FALSE,Positive,Negative,0.994,FALSE
695,RE4 was already Peak and then they soared to even greater heights with the single best change: Making Ashley's AI actually smart.,TRUE,1361,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
696,The fourth residence of evil,TRUE,1360,en,FALSE,FALSE,Positive,Negative,0.9776,FALSE
697,4 Residents were evil. ps - I love you Leon xoxo,TRUE,1360,en,FALSE,FALSE,Positive,Positive,0.9885,TRUE
698,"So far, amazing game, I love the new ""open world"" aspect of Resident Evil. Leon is amazing, and I can't wait to see where the story is going",TRUE,1360,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
699,silly game nice times,TRUE,1359,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
700,"I actually never played the original, but damnnnn this game is GOOD. About 20-22 hours of gameplay for the main story, and you're in for a treat.",TRUE,1357,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
701,the residents are evil,TRUE,1353,en,FALSE,FALSE,Positive,Negative,0.9992,FALSE
702,Best residet evil of all time. (I omly have to play requiem). everyoe should play this game.,TRUE,1348,en,FALSE,FALSE,Positive,Positive,0.9881,TRUE
703,A Legendary Masterpiece for real,TRUE,1346,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
704,"Labai nuostabus, tiesiog pasiimk ir aisk, net negalvok !Very awesome, just pick it up and play, don't even think about it!",TRUE,1346,en,FALSE,FALSE,Positive,Positive,0.9927,TRUE
705,This  slaps!,TRUE,1345,en,FALSE,FALSE,Positive,Negative,0.9972,FALSE
706,"Finally got around to Resident Evil 4 and it's absolutely unhinged. Leon parrying chainsaws with a knife is the dumbest coolest thing ever, Ashley gets kidnapped by gravity itself, and I fought a lake monster from a dinghy. The boss fights are pure chaos one minute you're fighting a dude, the next he's a flesh spider chasing you through a lab. Lost sleep over this. 10/10 would let the merchant sell me another rocket launcher.",TRUE,1343,en,FALSE,FALSE,Positive,Negative,0.9343,FALSE
707,What are you waiting for?,TRUE,1343,en,FALSE,FALSE,Positive,Positive,0.8596,TRUE
708,"Outstanding remake, felt like old times man.. and those times were good. Much better than now. About 15-20 hour playthrough if you're one of those people that explores every room of every map. I couldn't ask for a better way to reminisce on my original experiences playing this on my PS2. I'm running an old i9 with a 3080 and it ran with most settings on Ultra with 1440p resolution, sho' was purdy, You'll love it.",TRUE,1341,en,FALSE,FALSE,Positive,Positive,0.9995,TRUE
709,Do you like the first RE4? Then you'll like this.,TRUE,1339,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
710,Very fun and replayable. Leon is badass and isnt scared of anything.,TRUE,1339,en,FALSE,FALSE,Positive,Positive,0.9982,TRUE
711,Oh Leon! Oh Ashley! Never played the original one but really love this one. Best remake in RE! Ah I love Ashley! 10/10,TRUE,1336,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
712,"Amazing graphics, controls and gameplay feels very fluid, it's just fun to play. I like how they changed the corny action-movie dialogue of og(albeit iconic) to fit a more grounded in realism approach. Ashley is greatly imrpoved as well.",TRUE,1335,en,FALSE,FALSE,Positive,Positive,0.9993,TRUE
713,"Could not physically stop playing this game until i beat it, great game.",TRUE,1328,en,FALSE,FALSE,Positive,Positive,0.9997,TRUE
714,"It's an awesome remake! Got around 22 hours of fun out of it. Game ran really good with no stuttering.Ashley's AI is still dumb as a post, 10/10 true to original.",TRUE,1327,en,FALSE,FALSE,Positive,Positive,0.988,TRUE
715,"I'll likely be stoned to death for saying this, but I like this more than the original. I played original RE4 more than 20 times over the years, so I think me saying that I like this remake more may hold some weight. Gunplay is excellent, Knife parry feels amazing, them making Krauser an actual boss fight and not just a bunch of damn QTE's.I love it.",TRUE,1326,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
717,"Takes a completely different approach than the other 6 Resident Evil's I've played previously. The villagers definitely mean you no good, or should i say the Residents are Evil...",TRUE,1325,en,FALSE,FALSE,Positive,Positive,0.9689,TRUE
718,Finished the main story in 9 hours!,TRUE,1324,en,FALSE,FALSE,Positive,Negative,0.966,FALSE
719,"Amazing game, though the last part of the game is so painfully repetitive. Which makes me hesitate to re-play.",TRUE,1324,en,FALSE,FALSE,Positive,Positive,0.971,TRUE
720,Whats there to say? Its a remake of one of the greatest games of all time done extremely well. The replayability for this game is also just second to none. As a huge fan of the OG RE4 I absolutely adore this game.,TRUE,1322,en,FALSE,FALSE,Positive,Positive,0.9945,TRUE
721,"You couldn't ask for a better review for this remake. There's no denial that Resident Evil 4 (2002) was a masterpiece, and best Resident Evil game of all time. It was my very first one, and one that I was able to overcome my fear of horror games, and also played numerous times out of pure enjoyment.It was a lot of packed with actions too. This remake was just an upgrade. For everything that you played from 2002.The gameplay for quick time event in regards to quality of life has improved significantly, and also a lot of unnecessary QTE happened in 2002's RE4 has been removed for the better convenience in this remake. The gameplay for Ashley has improved where you accidentally killed her numerous times with poor NPC reaction and control has been removed for 2002, and the fear factor while playing her in this remake has significantly improved to a point that it makes you feel a lot scarier to play as Ashley in this remake comparing to the other one.The parrying system in this remake with a knife is nothing but a chef's kiss, and also gun handling has improved with a dodge technique they implemented from RE3 Remake. (Only if RE3 Remake was this good.)Ada's Gameplay is significantly fun to play too, and Mercenaries are fun to play. While I am not a big fan of Mercenaries, this is fun for even casuals.Remake releases and new Resident Evil launches has never ceased to amaze me, and I look forward of Code Veronica, 0, 1, and 5 in the distant future. Capcom is just on a roll.",TRUE,1320,en,FALSE,FALSE,Positive,Positive,0.9967,TRUE
722,spin kicks are pretty cool,TRUE,1319,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
723,"Great game and a lot of fun. Seemed really well paced, and was just a fun ride. I did find the controls frustrating at times, and fighting the waves of zombies got a little tiresome, but the game stayed fun the whole way through. One thing I appreciated, that other Resident Evil titles seem to consistently mess up, was the complete lack of backtracking. Overall, I really enjoyed it.",TRUE,1319,en,FALSE,FALSE,Positive,Positive,0.9992,TRUE
724,BEST GAME I EVER PLAYED,TRUE,1318,en,FALSE,FALSE,Positive,Positive,0.9998,TRUE
725,I enjoyed this game.I recommend.,TRUE,1317,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
726,I haven't played the original but this game is amazing. As an entry point to horror games along with the series. This game amazingly blends action and horror together to make a fully worthwhile the cost of entry,TRUE,1312,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
727,Old but gold game! Big fans of Resident Evil since I was a kid.,TRUE,1311,en,FALSE,FALSE,Positive,Positive,0.9996,TRUE
728,LEON IS SO COOL,TRUE,1310,en,FALSE,FALSE,Positive,Positive,0.9999,TRUE
